Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Afmetingen (product.metafields.custom.afmetingen),Besturingssysteem (product.metafields.custom.besturingssysteem),Bluetooth (product.metafields.custom.bluetooth),Connector Pin (product.metafields.custom.connector_pin),Display Poort (product.metafields.custom.display_poort),Draadloos (Wifi) (product.metafields.custom.draadloos_wifi),Draaibaar (product.metafields.custom.draaibaar),Finger Print Reader (product.metafields.custom.finger_print_reader),Formaat (product.metafields.custom.formaat),Gewicht (product.metafields.custom.gewicht),HDMI (product.metafields.custom.hdmi),Hoogte verstelbaar (product.metafields.custom.hoogte_verstelbaar),Ingangsstroom (product.metafields.custom.ingangsstroom),Kantelbaar (product.metafields.custom.kantelbaar),Keyboard Taal (product.metafields.custom.keyboard_taal),Keyboard Verlichting (product.metafields.custom.keyboard_verlichting),korte_product_info (product.metafields.custom.korte_product_info),Model (product.metafields.custom.model),Netwerk / LAN (product.metafields.custom.netwerk_lan),Nieuwprijs was (product.metafields.custom.nieuwprijs_was),Processor (product.metafields.custom.processor_type),RAM geheugen (product.metafields.custom.ram_geheugen),Schermdiagonaal (product.metafields.custom.schermdiagonaal),Schermresolutie (product.metafields.custom.schermresolutie),Smart Card Reader (product.metafields.custom.smart_card_reader),Speaker (product.metafields.custom.speaker),Totale opslagcapaciteit (product.metafields.custom.totale_opslagcapaciteit),Touch Screen (product.metafields.custom.touch_screen),Type opslag (product.metafields.custom.type_opslag),Uitgangsstroom (product.metafields.custom.uitgangsstroom),USB 2.0 Type A (product.metafields.custom.usb_2_0_type_a),USB 3.2 Gen 1 Type A (product.metafields.custom.usb_3_2_gen_1_x_1_type_a),USB 3.2 Gen 1 Type C (product.metafields.custom.usb_3_2_gen_1_x_1_type_c),USB 3.2 Gen 2 Type C (product.metafields.custom.usb_3_2_gen_2_x_1_type_c),USB 3.2 Thunderbolt 3 (product.metafields.custom.usb_3_2_thunderbolt_3),USB 3.2 Thunderbolt 4 (product.metafields.custom.usb_3_2_thunderbolt_4),USB-A (product.metafields.custom.usb_a),USB-B (product.metafields.custom.usb_b),USB-C (product.metafields.custom.usb_c),USB-C met Displayport functie (product.metafields.custom.usb_c_met_displayport_functie),Videokaart (product.metafields.custom.videokaart),Wattage (product.metafields.custom.wattage),Webcam (product.metafields.custom.webcam),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Computer form (product.metafields.shopify.computer-form),Computer specialized features (product.metafields.shopify.computer-specialized-features),Connection type (product.metafields.shopify.connection-type),Cosmetic condition (product.metafields.shopify.cosmetic-condition),Display resolution (product.metafields.shopify.display-resolution),Graphics card type (product.metafields.shopify.graphics-card-type),Memory technology (product.metafields.shopify.memory-technology),Operating system (product.metafields.shopify.operating-system),Processor family (product.metafields.shopify.processor-family),Storage types supported (product.metafields.shopify.storage-types-supported),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
hp-zbook-firefly-15-g7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-zbook-firefly-15-g7-laptop-748.webp?v=1762259894,2,HP ZBook Firefly 15 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-zbook-firefly-15-g7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-zbook-firefly-15-g7-laptop-547.webp?v=1762259897,3,HP ZBook Firefly 15 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-zbook-firefly-15-g7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-zbook-firefly-15-g7-laptop-970.webp?v=1762259901,4,HP ZBook Firefly 15 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-zbook-firefly-15-g7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-zbook-firefly-15-g7-laptop-522.webp?v=1762259906,5,HP ZBook Firefly 15 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-zbook-firefly-14-g8,HP Zbook Firefly 14 G8,"<hr data-start=""126"" data-end=""129"">
<h3 data-start=""131"" data-end=""220""><strong data-start=""135"" data-end=""220"">HP ZBook Firefly 14 G8 – Mobiele workstation voor dagelijks professioneel gebruik</strong></h3>
<p data-start=""222"" data-end=""522"">De HP ZBook Firefly 14 G8 is een lichtgewicht mobile workstation ontworpen voor zakelijke gebruikers en professionals in beweging. Met een 11e generatie Intel Core i5-processor en betrouwbare bouwkwaliteit is dit model ideaal voor dagelijks werken met zakelijke applicaties en lichte grafische taken.</p>
<p data-start=""524"" data-end=""556""><strong data-start=""524"" data-end=""556"">Belangrijkste specificaties:</strong></p>
<ul data-start=""557"" data-end=""803"">
<li data-start=""557"" data-end=""619"">
<p data-start=""559"" data-end=""619""><strong data-start=""559"" data-end=""573"">Processor:</strong> Intel Core i5-1135G7 (4 cores, tot 4,2 GHz)</p>
</li>
<li data-start=""620"" data-end=""660"">
<p data-start=""622"" data-end=""660""><strong data-start=""622"" data-end=""635"">Geheugen:</strong> 8 GB DDR4 RAM (1×8 GB)</p>
</li>
<li data-start=""661"" data-end=""697"">
<p data-start=""663"" data-end=""697""><strong data-start=""663"" data-end=""674"">Opslag:</strong> 256 GB PCIe NVMe SSD</p>
</li>
<li data-start=""698"" data-end=""763"">
<p data-start=""700"" data-end=""763""><strong data-start=""700"" data-end=""716"">Beeldscherm:</strong> 14 inch Full HD (1920 × 1080), antireflectie</p>
</li>
<li data-start=""764"" data-end=""803"">
<p data-start=""766"" data-end=""803""><strong data-start=""766"" data-end=""788"">Besturingssysteem:</strong> Windows 11 Pro</p>
</li>
</ul>
<p data-start=""805"" data-end=""1102""><strong data-start=""805"" data-end=""833"">Ontwerp en bouwkwaliteit</strong><br data-start=""833"" data-end=""836"">De Firefly 14 G8 combineert een strak en stevig ontwerp met mobiliteit. De aluminium behuizing is MIL-STD 810H-gecertificeerd en ontworpen voor gebruik onderweg. Het compacte formaat en lage gewicht maken deze workstation bijzonder geschikt voor hybride werkplekken.</p>
<p data-start=""1104"" data-end=""1130""><strong data-start=""1104"" data-end=""1130"">Beveiliging en privacy</strong></p>
<ul data-start=""1131"" data-end=""1338"">
<li data-start=""1131"" data-end=""1182"">
<p data-start=""1133"" data-end=""1182"">TPM 2.0-chip voor veilige gegevensversleuteling</p>
</li>
<li data-start=""1183"" data-end=""1213"">
<p data-start=""1185"" data-end=""1213"">Webcam met privacy shutter</p>
</li>
<li data-start=""1214"" data-end=""1270"">
<p data-start=""1216"" data-end=""1270"">HP Sure Start en ondersteuning voor HP Wolf Security</p>
</li>
<li data-start=""1271"" data-end=""1338"">
<p data-start=""1273"" data-end=""1338"">Vingerafdruklezer optioneel (niet standaard in deze configuratie)</p>
</li>
</ul>
<p data-start=""1340"" data-end=""1358""><strong data-start=""1340"" data-end=""1358"">Connectiviteit</strong></p>
<ul data-start=""1359"" data-end=""1505"">
<li data-start=""1359"" data-end=""1383"">
<p data-start=""1361"" data-end=""1383"">Wi-Fi 6 en Bluetooth</p>
</li>
<li data-start=""1384"" data-end=""1420"">
<p data-start=""1386"" data-end=""1420"">USB-C met DisplayPort en opladen</p>
</li>
<li data-start=""1421"" data-end=""1455"">
<p data-start=""1423"" data-end=""1455"">Meerdere USB-A poorten en HDMI</p>
</li>
<li data-start=""1456"" data-end=""1505"">
<p data-start=""1458"" data-end=""1505"">Audioaansluiting en LAN via adapter (optioneel)</p>
</li>
</ul>",Ecomputer,Electronics > Computers > Laptops,Laptop,"conditie-5, Intel Core i5, Renewed, Windows 11 Pro",false,Title,Default Title,,,,,,,,4R0435142,3000.0,shopify,99,deny,manual,239.00,,true,true,,,,,'8721077054162,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/HPZbookFirefly14G8-Vooraanzicht-Webp.webp?v=1754575026,1,HP Zbook Firefly 14 G8 - Laptop,false,HP Zbook Firefly 14 G8 - Huren | Ecomputer,De HP ZBook Firefly 14 G8 is een lichtgewicht mobile workstation ontworpen voor zakelijke gebruikers en professionals in beweging. Met een 11e generatie Intel Core i5-processor en betrouwbare bouwkwaliteit is dit model ideaal voor dagelijks werken met zakelijke applicaties en lichte grafische taken.,,,,,,,,,,,,,Windows 11 Pro,Ja,,,Ja,,Nee,,,,,,,US-NL,,"ZBook Firefly 14 G8 / i5-1135G7 / 8GB / 256GB-NVMe / 14"" FHD / Windows 11 Pro",HP Zbook Firefly 14 G8,,865.00 EUR,Intel Core i5-1135G7,8GB,"14""",1920 x 1080 FHD,,,256GB,Nee,NVMe SSD,,,,,,,,,,,,,,Ja ,,,workstation-mobile,,,renewed,1920-x-1080,,,windows-11,intel-core-i5,,,,,,,kg,,,draft
hp-zbook-firefly-14-g8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/HPZbookFirefly14G8-Schuinlinks-Webp.webp?v=1754575026,2,HP Zbook Firefly 14 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-zbook-firefly-14-g8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/HPZbookFirefly14G8-Schuinachter-Webp.webp?v=1754575026,3,HP Zbook Firefly 14 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-zbook-firefly-14-g8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/HPZbookFirefly14G8-Schuinrechts-Webp.webp?v=1754575026,4,HP Zbook Firefly 14 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-zbook-firefly-14-g8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/HPZbookFirefly14G8-Zijkanten-Webp.webp?v=1754575021,5,HP Zbook Firefly 14 G8 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-zbook-firefly-14-g7,HP Zbook Firefly 14 G7,"<h3 data-start=""162"" data-end=""241""><strong data-start=""166"" data-end=""241"">HP ZBook Firefly 14 G7 – Ultralichte mobile workstation met touchscreen</strong></h3>
<p data-start=""243"" data-end=""561"">De HP ZBook Firefly 14 G7 is een krachtige en mobiele workstation voor professionals die onderweg net zo productief willen zijn als op kantoor. Met een 10e generatie Intel Core i5, een Full HD-touchscreen en ISV-gecertificeerde betrouwbaarheid is dit de ideale keuze voor engineers, ontwerpers en zakelijke gebruikers.</p>
<p data-start=""563"" data-end=""595""><strong data-start=""563"" data-end=""595"">Belangrijkste specificaties:</strong></p>
<ul data-start=""596"" data-end=""851"">
<li data-start=""596"" data-end=""658"">
<p data-start=""598"" data-end=""658""><strong data-start=""598"" data-end=""612"">Processor:</strong> Intel Core i5-10310U (4 cores, tot 4,4 GHz)</p>
</li>
<li data-start=""659"" data-end=""701"">
<p data-start=""661"" data-end=""701""><strong data-start=""661"" data-end=""674"">Geheugen:</strong> 16 GB DDR4 RAM (1×16 GB)</p>
</li>
<li data-start=""702"" data-end=""738"">
<p data-start=""704"" data-end=""738""><strong data-start=""704"" data-end=""715"">Opslag:</strong> 256 GB PCIe NVMe SSD</p>
</li>
<li data-start=""739"" data-end=""811"">
<p data-start=""741"" data-end=""811""><strong data-start=""741"" data-end=""757"">Beeldscherm:</strong> 14 inch Full HD (1920 × 1080), touch, antireflectie</p>
</li>
<li data-start=""812"" data-end=""851"">
<p data-start=""814"" data-end=""851""><strong data-start=""814"" data-end=""836"">Besturingssysteem:</strong> Windows 11 Pro</p>
</li>
</ul>
<p data-start=""853"" data-end=""1114""><strong data-start=""853"" data-end=""881"">Ontwerp en bouwkwaliteit</strong><br data-start=""881"" data-end=""884"">De Firefly 14 G7 is één van de lichtste mobile workstations op de markt, met een robuuste magnesium-aluminium behuizing. Het compacte 14-inch ontwerp is ideaal voor onderweg en voldoet aan de MIL-STD 810H-normen voor duurzaamheid.</p>
<p data-start=""1116"" data-end=""1142""><strong data-start=""1116"" data-end=""1142"">Beveiliging en privacy</strong></p>
<ul data-start=""1143"" data-end=""1338"">
<li data-start=""1143"" data-end=""1195"">
<p data-start=""1145"" data-end=""1195"">Vingerafdruklezer voor veilige en snelle toegang</p>
</li>
<li data-start=""1196"" data-end=""1224"">
<p data-start=""1198"" data-end=""1224"">TPM 2.0-beveiligingschip</p>
</li>
<li data-start=""1225"" data-end=""1255"">
<p data-start=""1227"" data-end=""1255"">Webcam met privacy shutter</p>
</li>
<li data-start=""1256"" data-end=""1338"">
<p data-start=""1258"" data-end=""1338"">HP Sure View en ondersteuning voor HP Wolf Security (afhankelijk van uitvoering)</p>
</li>
</ul>
<p data-start=""1340"" data-end=""1358""><strong data-start=""1340"" data-end=""1358"">Connectiviteit</strong></p>
<ul data-start=""1359"" data-end=""1511"">
<li data-start=""1359"" data-end=""1383"">
<p data-start=""1361"" data-end=""1383"">Wi-Fi 6 en Bluetooth</p>
</li>
<li data-start=""1384"" data-end=""1426"">
<p data-start=""1386"" data-end=""1426"">USB-C met DisplayPort en oplaadfunctie</p>
</li>
<li data-start=""1427"" data-end=""1461"">
<p data-start=""1429"" data-end=""1461"">Meerdere USB-A poorten en HDMI</p>
</li>
<li data-start=""1462"" data-end=""1511"">
<p data-start=""1464"" data-end=""1511"">Audioaansluiting en LAN via adapter (optioneel)</p>
</li>
</ul>",Ecomputer,Electronics > Computers > Laptops,Laptop,"conditie-5, Intel Core i5, Renewed, Touchscreen, Windows 11 Pro",true,Title,Default Title,,,,,,,,4R4535142,3000.0,shopify,42,deny,manual,344.00,,true,true,,,,,'8721077054001,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-zbook-firefly-14-g7-laptop-988.webp?v=1762259683,1,HP Zbook Firefly 14 G7 - Laptop,false,HP Zbook Firefly 14 G7 - Huren | Ecomputer,De HP ZBook Firefly 14 G7 is een krachtige en mobiele workstation voor professionals die onderweg net zo productief willen zijn als op kantoor. Met een 10e generatie Intel Core i5.,,,,,,,,,,,,,Windows 11 Pro,Ja,,,Ja,,Ja,,,,,,,US-NL,,"ZBook Firefly 14 G7 / i5-10310U / 16GB / 256GB-NVMe / 14"" FHD Touch / Windows 11 Pro",HP Zbook Firefly 14 G7,,1040.00 EUR,Intel Core i5-10310U,16GB,"14""",1920 x 1080 FHD,,,256GB,Ja,NVMe SSD,,,,,,,,,,,,,,Ja,,,workstation-mobile,,,renewed,1920-x-1080,geintegreerd,,windows-11,intel-core-i5,,,,,,,kg,,,active
hp-zbook-firefly-14-g7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-zbook-firefly-14-g7-laptop-833.webp?v=1762259687,2,HP Zbook Firefly 14 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-zbook-firefly-14-g7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-zbook-firefly-14-g7-laptop-531.webp?v=1762259691,3,HP Zbook Firefly 14 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-zbook-firefly-14-g7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-zbook-firefly-14-g7-laptop-477.webp?v=1762259695,4,HP Zbook Firefly 14 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-zbook-firefly-14-g7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/hp-zbook-firefly-14-g7-laptop-108.webp?v=1762259699,5,HP Zbook Firefly 14 G7 - Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-series-5-pro-27-inch-qhd-monitor,HP S5 Pro 527pq Monitor,"<h3 data-start=""361"" data-end=""440""><strong data-start=""365"" data-end=""440"">HP S5 Pro 527pq – 27″ Quad HD monitor met haarscherp beeld en strak design</strong></h3>
<p data-start=""442"" data-end=""657"">De S5 Pro 527pq is een zakelijke 27″ monitor met QHD-resolutie en IPS-paneel voor uitstekende beeldkwaliteit en brede kijkhoeken. Ideaal voor productief werken, multitasking en visuele toepassingen waar detail telt.</p>
<p data-start=""659"" data-end=""691""><strong data-start=""659"" data-end=""691"">Belangrijkste specificaties:</strong></p>
<ul data-start=""692"" data-end=""976"">
<li data-start=""692"" data-end=""722"">
<p data-start=""694"" data-end=""722""><strong data-start=""694"" data-end=""712"">Schermgrootte:</strong> 27 inch</p>
</li>
<li data-start=""723"" data-end=""763"">
<p data-start=""725"" data-end=""763""><strong data-start=""725"" data-end=""739"">Resolutie:</strong> 2560 × 1440 (Quad HD)</p>
</li>
<li data-start=""764"" data-end=""793"">
<p data-start=""766"" data-end=""793""><strong data-start=""766"" data-end=""786"">Beeldverhouding:</strong> 16:9</p>
</li>
<li data-start=""794"" data-end=""821"">
<p data-start=""796"" data-end=""821""><strong data-start=""796"" data-end=""813"">Refresh rate:</strong> 75 Hz</p>
</li>
<li data-start=""822"" data-end=""872"">
<p data-start=""824"" data-end=""872""><strong data-start=""824"" data-end=""852"">Aansluitingen / poorten:</strong> HDMI, DisplayPort</p>
</li>
<li data-start=""873"" data-end=""902"">
<p data-start=""875"" data-end=""902""><strong data-start=""875"" data-end=""889"">Ergonomie:</strong> Kantelbaar</p>
</li>
<li data-start=""903"" data-end=""976"">
<p data-start=""905"" data-end=""976""><strong data-start=""905"" data-end=""924"">Extra functies:</strong> VESA-montage, blauwlichtfilter, ingebouwde speakers</p>
</li>
</ul>
<p data-start=""978"" data-end=""1216""><strong data-start=""978"" data-end=""1006"">Ontwerp en bouwkwaliteit</strong><br data-start=""1006"" data-end=""1009"">Het moderne ontwerp met smalle randen en een zwarte/zilveren afwerking past in elke werkomgeving. Het matte scherm vermindert reflecties, terwijl het stevige ontwerp zorgt voor langdurig betrouwbaar gebruik.</p>
<p data-start=""1218"" data-end=""1244""><strong data-start=""1218"" data-end=""1244"">Beveiliging en privacy</strong></p>
<ul data-start=""1245"" data-end=""1424"">
<li data-start=""1245"" data-end=""1292"">
<p data-start=""1247"" data-end=""1292"">Geen ingebouwde webcam (privacyvriendelijk)</p>
</li>
<li data-start=""1293"" data-end=""1320"">
<p data-start=""1295"" data-end=""1320"">Geen microfoon aanwezig</p>
</li>
<li data-start=""1321"" data-end=""1375"">
<p data-start=""1323"" data-end=""1375"">Geschikt voor gebruik in beveiligde kantoorruimtes</p>
</li>
<li data-start=""1376"" data-end=""1424"">
<p data-start=""1378"" data-end=""1424"">Geen OS-verbinding of datatransmissie mogelijk</p>
</li>
</ul>
<p data-start=""1426"" data-end=""1444""><strong data-start=""1426"" data-end=""1444"">Connectiviteit</strong></p>
<ul data-start=""1445"" data-end=""1631"">
<li data-start=""1445"" data-end=""1495"">
<p data-start=""1447"" data-end=""1495"">HDMI en DisplayPort voor breed apparaatgebruik</p>
</li>
<li data-start=""1496"" data-end=""1541"">
<p data-start=""1498"" data-end=""1541"">VESA 100×100 voor montage aan muur of arm</p>
</li>
<li data-start=""1542"" data-end=""1592"">
<p data-start=""1544"" data-end=""1592"">Audio-uitgang voor externe speakers of headset</p>
</li>
<li data-start=""1593"" data-end=""1631"">
<p data-start=""1595"" data-end=""1631"">Ingebouwde speakers voor basisgeluid</p>
</li>
</ul>",Ecomputer,Electronics > Video > Computer Monitors,Monitors,"2560 × 1440, 27"", conditie-5, Renewed",true,Title,Default Title,,,,,,,,1W0994042,7000.0,shopify,140,deny,manual,233.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0920/0196/0270/files/HPS5Pro527pq-Vooraanzicht-Webp.webp?v=1754576274,1,HP S5 Pro 527pq Monitor - Monitors,false,HP S5 Pro 527pq Monitor - Huren | Ecomputer,"De S5 Pro 527pq is een zakelijke 27″ monitor met QHD-resolutie en IPS-paneel voor uitstekende beeldkwaliteit en brede kijkhoeken. Ideaal voor productief werken, multitasking en visuele toepassingen waar detail telt.",,,,,,,,,,,,,,,,,,,Nee,,,,,,,,,"S5 Pro 527pq / IPS / 27"" / QHD / 16:9 / HDMI, DP / VESA",HP Series 5 Pro,,279.00 EUR,,,"27""",2560 x 1440 QHD,,,,Nee,,,,,,,,,,,,,,,Nee,,,,,,,2560-x-1440-qhd,,,,,,,,,,,kg,,,active
hp-series-5-pro-27-inch-qhd-monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/HPS5Pro527pq-Schuinlinks-Webp.webp?v=1754576274,2,HP S5 Pro 527pq Monitor - Monitors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-series-5-pro-27-inch-qhd-monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/HPS5Pro527pq-Achterkant-Webp.webp?v=1754576274,3,HP S5 Pro 527pq Monitor - Monitors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-series-5-pro-27-inch-qhd-monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/HPS5Pro527pq-Schuinrechts-Webp.webp?v=1754576274,4,HP S5 Pro 527pq Monitor - Monitors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-series-5-pro-27-inch-qhd-monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/HPS5Pro527pq-Zijkant1-Webp.webp?v=1754576227,5,HP S5 Pro 527pq Monitor - Monitors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hp-series-5-pro-27-inch-qhd-monitor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0920/0196/0270/files/HPS5Pro527pq-Zijkant2-Webp.webp?v=1754576227,6,HP S5 Pro 527pq Monitor - Monitors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
